index,name,desc,higher_level,range,components,material,ritual,duration,concentration,casting_time,level,attack_type,classes,subclasses,url,damage.damage_type.index,damage.damage_type.name,damage.damage_type.url,damage.damage_at_slot_level.2,damage.damage_at_slot_level.3,damage.damage_at_slot_level.4,damage.damage_at_slot_level.5,damage.damage_at_slot_level.6,damage.damage_at_slot_level.7,damage.damage_at_slot_level.8,damage.damage_at_slot_level.9,school.index,school.name,school.url,damage.damage_at_character_level.1,damage.damage_at_character_level.5,damage.damage_at_character_level.11,damage.damage_at_character_level.17,dc.dc_type.index,dc.dc_type.name,dc.dc_type.url,dc.dc_success,heal_at_slot_level.2,heal_at_slot_level.3,heal_at_slot_level.4,heal_at_slot_level.5,heal_at_slot_level.6,heal_at_slot_level.7,heal_at_slot_level.8,heal_at_slot_level.9,area_of_effect.type,area_of_effect.size,dc.desc,damage.damage_at_slot_level.1,heal_at_slot_level.1
darkness,Darkness,"[""Magical darkness spreads from a point you choose within range to fill a 15-foot-radius sphere for the duration. The darkness spreads around corners. A creature with darkvision can't see through this darkness, and nonmagical light can't illuminate it."", ""If the point you choose is on an object you are holding or one that isn't being worn or carried, the darkness emanates from the object and moves with it. Completely covering the source of the darkness with an opaque object, such as a bowl or a helm, blocks the darkness."", ""If any of this spell's area overlaps with an area of light created by a spell of 2nd level or lower, the spell that created the light is dispelled.""]",,60 feet,"['V', 'M']",Bat fur and a drop of pitch or piece of coal.,False,Up to 10 minutes,True,1 action,2,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",/api/spells/darkness,,,,,,,,,,,,evocation,Evocation,/api/magic-schools/evocation,,,,,,,,,,,,,,,,,sphere,15.0,,,
darkvision,Darkvision,"['You touch a willing creature to grant it the ability to see in the dark. For the duration, that creature has darkvision out to a range of 60 feet.']",,Touch,"['V', 'S', 'M']",Either a pinch of dried carrot or an agate.,False,8 hours,False,1 action,2,,"[{'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/darkvision,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,
daylight,Daylight,"['A 60-foot-radius sphere of light spreads out from a point you choose within range. The sphere is bright light and sheds dim light for an additional 60 feet.', ""If you chose a point on an object you are holding or one that isn't being worn or carried, the light shines from the object and moves with it. Completely covering the affected object with an opaque object, such as a bowl or a helm, blocks the light."", ""If any of this spell's area overlaps with an area of darkness created by a spell of 3rd level or lower, the spell that created the darkness is dispelled.""]",,60 feet,"['V', 'S']",,False,1 hour,False,1 action,3,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",/api/spells/daylight,,,,,,,,,,,,evocation,Evocation,/api/magic-schools/evocation,,,,,,,,,,,,,,,,,sphere,60.0,,,
death-ward,Death Ward,"['You touch a creature and grant it a measure of protection from death.', 'The first time the target would drop to 0 hit points as a result of taking damage, the target instead drops to 1 hit point, and the spell ends.', 'If the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damage, that effect is instead negated against the target, and the spell ends.']",,Touch,"['V', 'S']",,False,8 hours,False,1 action,4,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}]","[{'index': 'life', 'name': 'Life', 'url': '/api/subclasses/life'}]",/api/spells/death-ward,,,,,,,,,,,,abjuration,Abjuration,/api/magic-schools/abjuration,,,,,,,,,,,,,,,,,,,,,
delayed-blast-fireball,Delayed Blast Fireball,"['A beam of yellow light flashes from your pointing finger, then condenses to linger at a chosen point within range as a glowing bead for the duration. When the spell ends, either because your concentration is broken or because you decide to end it, the bead blossoms with a low roar into an explosion of flame that spreads around corners. Each creature in a 20-foot-radius sphere centered on that point must make a dexterity saving throw. A creature takes fire damage equal to the total accumulated damage on a failed save, or half as much damage on a successful one.', ""The spell's base damage is 12d6. If at the end of your turn the bead has not yet detonated, the damage increases by 1d6."", 'If the glowing bead is touched before the interval has expired, the creature touching it must make a dexterity saving throw. On a failed save, the spell ends immediately, causing the bead to erupt in flame. On a successful save, the creature can throw the bead up to 40 feet. When it strikes a creature or a solid object, the spell ends, and the bead explodes.', ""The fire damages objects in the area and ignites flammable objects that aren't being worn or carried.""]","['When you cast this spell using a spell slot of 8th level or higher, the base damage increases by 1d6 for each slot level above 7th.']",150 feet,"['V', 'S', 'M']",A tiny ball of bat guano and sulfur.,False,Up to 1 minute,True,1 action,7,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/delayed-blast-fireball,fire,Fire,/api/damage-types/fire,,,,,,12d6,13d6,14d6,evocation,Evocation,/api/magic-schools/evocation,,,,,dex,DEX,/api/ability-scores/dex,half,,,,,,,,,sphere,20.0,,,
demiplane,Demiplane,"['You create a shadowy door on a flat solid surface that you can see within range. The door is large enough to allow Medium creatures to pass through unhindered. When opened, the door leads to a demiplane that appears to be an empty room 30 feet in each dimension, made of wood or stone. When the spell ends, the door disappears, and any creatures or objects inside the demiplane remain trapped there, as the door also disappears from the other side.', 'Each time you cast this spell, you can create a new demiplane, or have the shadowy door connect to a demiplane you created with a previous casting of this spell. Additionally, if you know the nature and contents of a demiplane created by a casting of this spell by another creature, you can have the shadowy door connect to its demiplane instead.']",,60 feet,['S'],,False,1 hour,False,1 action,8,,"[{'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/demiplane,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,,,,,
detect-evil-and-good,Detect Evil and Good,"['For the duration, you know if there is an aberration, celestial, elemental, fey, fiend, or undead within 30 feet of you, as well as where the creature is located. Similarly, you know if there is a place or object within 30 feet of you that has been magically consecrated or desecrated.', 'The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.']",,Self,"['V', 'S']",,False,Up to 10 minutes,True,1 action,1,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/detect-evil-and-good,,,,,,,,,,,,divination,Divination,/api/magic-schools/divination,,,,,,,,,,,,,,,,,sphere,30.0,,,
detect-magic,Detect Magic,"['For the duration, you sense the presence of magic within 30 feet of you. If you sense magic in this way, you can use your action to see a faint aura around any visible creature or object in the area that bears magic, and you learn its school of magic, if any.', 'The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.']",,Self,"['V', 'S']",,True,Up to 10 minutes,True,1 action,1,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/detect-magic,,,,,,,,,,,,divination,Divination,/api/magic-schools/divination,,,,,,,,,,,,,,,,,sphere,30.0,,,
detect-poison-and-disease,Detect Poison and Disease,"['For the duration, you can sense the presence and location of poisons, poisonous creatures, and diseases within 30 feet of you. You also identify the kind of poison, poisonous creature, or disease in each case.', 'The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.']",,Self,"['V', 'S', 'M']",A yew leaf.,True,Up to 10 minutes,True,1 action,1,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/detect-poison-and-disease,,,,,,,,,,,,divination,Divination,/api/magic-schools/divination,,,,,,,,,,,,,,,,,sphere,30.0,,,
detect-thoughts,Detect Thoughts,"[""For the duration, you can read the thoughts of certain creatures. When you cast the spell and as your action on each turn until the spell ends, you can focus your mind on any one creature that you can see within 30 feet of you. If the creature you choose has an Intelligence of 3 or lower or doesn't speak any language, the creature is unaffected."", ""You initially learn the surface thoughts of the creature - what is most on its mind in that moment. As an action, you can either shift your attention to another creature's thoughts or attempt to probe deeper into the same creature's mind. If you probe deeper, the target must make a Wisdom saving throw. If it fails, you gain insight into its reasoning (if any), its emotional state, and something that looms large in its mind (such as something it worries over, loves, or hates). If it succeeds, the spell ends. Either way, the target knows that you are probing into its mind, and unless you shift your attention to another creature's thoughts, the creature can use its action on its turn to make an Intelligence check contested by your Intelligence check; if it succeeds, the spell ends."", 'Questions verbally directed at the target creature naturally shape the course of its thoughts, so this spell is particularly effective as part of an interrogation.', ""You can also use this spell to detect the presence of thinking creatures you can't see. When you cast the spell or as your action during the duration, you can search for thoughts within 30 feet of you. The spell can penetrate barriers, but 2 feet of rock, 2 inches of any metal other than lead, or a thin sheet of lead blocks you. You can't detect a creature with an Intelligence of 3 or lower or one that doesn't speak any language."", ""Once you detect the presence of a creature in this way, you can read its thoughts for the rest of the duration as described above, even if you can't see it, but it must still be within range.""]",,Self,"['V', 'S', 'M']",A copper coin.,False,Up to 1 minute,True,1 action,2,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/detect-thoughts,,,,,,,,,,,,divination,Divination,/api/magic-schools/divination,,,,,,,,,,,,,,,,,,,,,
